Address,URL,Employment Type,Compensation,Title,Description
Construction Manager,full-time,https://newyork.craigslist.org/brk/egr/d/brooklyn-construction-manager/6776599049.html,"
        
Looking for a well-rounded construction manager with experience in high end renovation and new home construction projects in Brooklyn.

Responsibilities and Skills:

Must be able to work and keep up in a fast paced environment.

Candidates will be expected to manage multiple projects, have direct responsibility for managing site personnel and interact with homeowners, designers and office administration.

Experience with construction documents and scheduling subcontractors and vendors.

Experience with scheduling program is a plus.

Must be able to generate complete project breakdown (scope of work) and be proficient in reading architectural, MEP's and shop drawings.

Must be able to check Sub Contractors work and ensure they are building according to plans and specs.

Excellent supervision, management and communication (verbal/written) skills.

Must be computer literate and be able to generate weekly scope, work projection reports, daily job reports and job site photographs.

Must be able to travel between job sites with own vehicle.

Clear and aggressive ability to move projects forward to completion.

Must be proactive and give 2 week look ahead's.

Must always keep jobs moving.

Hands on-site direction for all trades.

Osha 30 and NYCDOB 4 hour scaffold user

Candidates should submit resume and salary requirements.    ",Brooklyn,Depending on experience
Help Desıgn and Buıld a Devıce to Test Small Electronıcs,full-time,https://newyork.craigslist.org/brk/egr/d/brooklyn-help-desgn-and-buld-devce-to/6776808550.html,"
        
I'm looking for someone to help me develop a simple device to assist with the testing of small, battery-operated electronics.

I recently purchased a lot of hundreds of old Game Boy Pockets that I want to resell, but I need to test each end every one to see if they're all working first, so I don't inadvertently sell broken merchandise.  This product takes 2 AA batteries, but I don't have time to put in and take out the batteries hundreds of times.  Instead, I'd like to build a handheld (or some other type of) battery-pack which clips onto the back of each Game Boy that well allow me to test these Game Boy Pockets quickly and easily, without having to put batteries in and out of each one.

This so-called ""game-boy tester"" is simply a 2xAA battery pack, with a built-in clip that allows you to easily clip the battery pack onto the back of the Game Boy, where the battery terminals are.  The ""clip"" will probably have to be 3D-printed so it fits well.

I'm looking for someone who can build me a kick-ass tester - someone with experience with building/prototyping small gadgets and mechanical devices, 3D-printing, etc., who can use good materials and make something strong and sturdy that can withstand the testing of hundreds or thousands of pieces.

Please reply to this ad if you think you can help me build this thing.  I'm offering $250, but I'll most-likely want to enlist some helpers to help with the testing, so we may need to make additional testers, and I will pay another $100 for each additional tester (plus the cost of materials).    ",Wıllıamsburg,"TBD (possibly $250 for designing+building 1st one, $100 each for more (plus cost of materials))"
part time license engineer and master plumber,part-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-part-time-license/6777038370.html,"
        
Part time professional engineer or master plumber needed, who will responsible to review drawing and site visit, schedule flexible, pay good! annually salary from $35,000 to $100,000    ",Chinatown / Lit Italy,"from $35,000 to $100,000"
HVAC Estimator,full-time,https://newyork.craigslist.org/que/egr/d/hvac-estimator/6777699610.html,"
        
ESTIMATOR -- HVAC Mechanical Contractor in need of an estimator
DUTIES:
-	Reviews all bidding documents and establishes a complete understanding of scope of work being bid
-	Visits work site, if practical, and becomes familiar with the actual working conditions for estimating purposes
-	Takes off all materials and prices same, identifies subcontractor involvement, solicits subcontractors and/or manufacturer prices and estimates direst field labor
-	Reviews print outs for any glaring discrepancies, errors and omissions
-	Prepares complete front sheet for project with list or quotes prices and undiscounted labor calculated thereon
-	Reviews front sheet with President and/or VP of Estimating and or designated Executive, identifies any problems that need clarification, qualification or exception
-	Implements discounts established during review and applies designated markup to adjusted net estimated cost
-	Prepares and oversees completing of bid form documents and/or proposal letters
-	Participates in any contract negotiations with client that involves scope of work and estimated quantities or values. Then once the bid and contract is awarded and accepted
-	Assist President in breaking down the total project estimate into identified cost codes using accounting format for formal computerized cost control implementation
-	Assist field staff in man loading progress and manpower schedules utilizing discounted labor units used in obtaining contract, if necessary
-	Assist field staff in breaking project down into dollar values to be used for billing purposes
-	Assist purchasing agent in procuring the equipment and subcontracted services to insure that all conditions of contract documents are identified/accounted for
If you have some or all of these skills, let's talk!
    ",Maspeth,TBD
Interior Designer & 3D Modeler - Hospitality,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-interior-designer-3d/6777314998.html,"
        
About this role: 	 
	
A renowned boutique hospitality studio is looking for a passionate and vibrant Junior Interiors Architect with strong 3D-modeling skills to join the design team.

Skills and Experience:

- 3-4 years of professional experience
- Exceptional technical and rendering abilities
- Work experience in medium to large scale hospitality projects
- Interest in restaurants, bars and hotels.
- Passion for design; positive, humble, can-do attitude.
- Flexible in approach when working with the design team.
    ",Midtown,"$45,000-$55,000"
Architectural Consultant/Expediter,full-time,https://newyork.craigslist.org/mnh/egr/d/architectural-consultant-expediter/6777321960.html,"
        
Building and Zoning Law Consultant is seeking college graduates with Bachelors and/or Masters in Architecture or Engineering and an interest in the Department of Buildings Code Consultation/Expediting for a full time position.  Filing representatives with Class 1 or 2 DOB IDs will also be considered.  

Applicants must have the ability to communicate the items required for approval with colleagues and clients. Must be able to multi-task in order to expedite a large number of projects. Applicants must have strong communication, organizational and computer skills. Microsoft Word, Outlook and Excel experience required. 

Please send resume detailing past experience and include salary requirements.  Experience with NYC Building Code and Zoning Law is preferred but not required.  Please indicate your level of experience in your reply.

We offer a competitive salary based on level of experience along with an extensive benefits package including Metrocards, paid vacation, 401k with Employer match and medical, dental, vision and life insurance.

If this ad is up, the job is available, no matter the posted date. 

We are an Equal Opportunity Employer.
    ",Downtown,Commensurate with experience
CAD DRAFTER,full-time,https://newyork.craigslist.org/jsy/egr/d/union-city-cad-drafter/6776602537.html,"
        
Job Summary

Designers Edge is seeking a results-oriented CAD Drafter to produce Architectural Drawings in CAD for Fortune 1000 companies, enterprise architectural firms, and large property management and construction companies throughout North America. The successful candidate will thrive in a fast-pace team environment to work in collaboration with various staff members to meet scheduled deliverables. Designers Edge offers a dynamic and challenging work environment, and the training and support to meet your full potential.

Responsibilities and Duties

-Coordinate the collection of data and incorporate this information into drawings to create client specific existing conditions documents utilizing AutoCAD, with field information gathered by Point Cloud Scans, 360 Degree Images, and HD Photos.
-Implement QA/QC of architectural deliverables.
-Responsible for understanding and implementing project specific design and program requirements.
-Responsible for communication and file exchanges with Field Surveyor Technicians, and Project Managers.
-Work in conjunction with Project Managers to meet scheduled deliverables.
-Production of Detailed Conditions Drawings, Site Reports and other deliverables.

Qualifications and Skills

-Must possess a ""Glass Half Full"" and ""Can Do"" Attitude
-Must be proficient in AutoCAD and REVIT
-Proven ability to produce Architectural, and Engineering Drawings.
-Proficient in Architectural Detailing.
-Strong time management skills, production knowledge and a sense of ownership and responsibility for all of the products that are produced by the department.
-Communicative, self-motivated, enthusiastic, interested in growth & dependable.
-Strong math and drafting skills are desired
-Ability to communicate effectively, understand project scope, and complete designated work on time
-Must be detail oriented with a general understanding of building specifications, and ADA Guidelines
-Must show attention to detail with ability to multitask, work efficiently, and work under pressure of deadlines.
-Must be comfortable working with Microsoft Office, and Using Web Applications.
-Proficient in construction methodology is a plus.
-Attend training as scheduled.
-Associates in Architecture or Certificate in CAD required. Bachelor's Degree in Architecture or Engineering preferred.
-1-2 years of related experience preferred

The Perks

-We are an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other legally protected characteristics.
-15 Paid Days Off
-Medical (Choice of plans)
-Dental (Choice of Plans)
-Vision (Choice of plans)
-401K with 3% Match
-Flexible Schedule. Start work day between 8am and 9am, finish work day between 5pm and 6pm.
-Free Lunch Fridays
-Fully Stocked Pantry
-Competitive pay
-Quarterly review for Bonus and Raise opportunities

**NO SPONSORSHIPS**

Job Type: Full-time    ","UNION CITY, NJ","$45,000-$55,000 BASED ON EXPERIENCE"
Lighting Project Manager,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-lighting-project-manager/6777070763.html,"
        
Lighting Project Manager

Focus Lighting, a fast-paced, innovative, and award-winning architectural lighting design firm based in New York City, has an immediate opening for a full-time Project Manager. This is an extraordinary opportunity for a candidate that is intelligent, energetic, and who is eager to contribute to the creation of unique, world-class architectural projects (see some of our work at www.focuslighting.com). 

Seeking ONLY candidates with a background in architectural lighting or theatrical lighting design, please!  Applicants also must have experience laying out and programming lighting controls (ETC, Lutron, Pharos, or similar).

Duties:
•	Assist with budgeting, technical design, bidding, construction and close-out for lighting projects.
•	Review and do take-offs of architectural and electrical drawings and bid documents.
•	Design and engineer architectural lighting control systems.
•	Create bill of materials and quotations for lighting fixtures and control systems.
•	Ordering, tracking and coordinating delivery of equipment.
•	Mock-up unusual conditions and participate in the design and engineering of unique architectural details and custom fixtures.
•	Coordinate installation of fixtures and controls with the contractors.

The successful candidate will:
•	Have prior experience with architectural or theatrical dimming & controls and/or computer networking and/or LED fixtures.
•	Understand DMX/RDM, sACN, TCP/UDP.
•	Have 1-2 years' experience in project management for theater, design, or construction.
•	Be proficient with Microsoft Office (especially Excel) and Adobe Suite and be able to learn new software easily.
•	Have excellent written and verbal communication skills (organized, prioritized, succinct).
•	Be highly organized and detail oriented.
•	Be able to manage multiple projects simultaneously, work both independently and collaboratively, and function well under pressure.
•	Have a BA or MFA in technical theater or a BA in architecture, design, engineering, construction, or a related field.

Our office is located in Harlem and is a busy, very creative, exciting, and friendly environment.  This is an office-based position, but local and domestic travel may be required.  Benefits are provided, including paid vacation, medical and dental insurance, and 401(k).

Please e-mail your resume and cover letter (with salary requirements), and indicate ""Lighting PM"" and your name in the subject line.
    ",Harlem / Morningside,salary will be based on experience.
HVAC Drafter,full-time,https://newyork.craigslist.org/que/egr/d/maspeth-hvac-drafter/6777700567.html,"
        
Fast growing Maspeth based HVAC Company is looking for an experienced drafter. Full time position. 

Requirements and Duties:
-	Knowledge of HVAC systems
-	Proficient in AutoCAD MEP drafting system
-	Must be able to layout and coordinate systems
-	Experience in high rise apartment buildings a plus
-	Provide ductwork cut sheets for fabrication 
-	Candidate must be extremely organized
-	Adept at working on multiple projects at once
-	Have strong attention to detail
-	Be self-motivated
-	Have excellent communication skills 

If you are a fit for us you can look forward to: a high level top paying salary, paid holidays, paid vacation, sick days, medical, dental and vision insurance, AFLAC and 401K! All employees are treated fairly and are appreciated for the hard work. All we ask in return is to be dependable, honest and enjoy working in the industry.
    ",,TBD
Kitchen Designer Wanted!,full-time,https://newyork.craigslist.org/lgi/egr/d/hicksville-kitchen-designer-wanted/6777847672.html,"
        
Experienced kitchen designer wanted for busy design and construction showroom.

Design and sales experience necessary.

Must be experienced with 20-20 design software.

Reliable, punctual and detail oriented a must. 

Location: 89 Jerusalem Ave, Hicksville, NY 11801

Please forward your resume via email to  decormypalace@gmail.com and contact Gavriel @ (516)717-7782 for consideration. 

Thank You.    ",,Inquire within
Glazing Project Manager,full-time,https://newyork.craigslist.org/brk/egr/d/brooklyn-glazing-project-manager/6777860962.html,"
        
A fast-growing Glass and Glazing Company based in Brooklyn, NY is looking for a full time Project Manager. Preferable to have Experience and familiarity with entrances, storefronts, curtain walls, windows and all aspects of glass and glazing systems however experience is not necessary. Able to analyze architectural details and shop drawings, make material takeoffs, obtain quotes from suppliers, review and confirm accuracy of orders and interpret specifications. MS Office Suite including Excel and computer skills a must. Must be able to coordinate crews, track performance, communicate with clients, architects, engineers, etc. MUST have good managements and organizational skills. Must speak Russian.
Candidate will be required to perform formal project management duties as assigned and must be able to manage multiple projects at once while maintaining a high standard of quality and performance as well as meet deadlines.
Looking for a detail oriented hard worker that is a good communicator, creative and a proactive team player
    ",Brooklyn,Long term career opportunity with competitive starting salary and paid holidays. We are a Drug Free Employer.
Senior Architect,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-senior-architect/6779019586.html,"
        
JOIN US IN OUR NEW CHELSEA OFFICE

For 27 years  Joseph Vance Architects has been designing high end, custom residential projects - brownstone/townhouse gut renovations, lofts, rooftop additions and conversions of manufacturing buildings to residential. We are a small group of creative problem solvers with a taste for well-crafted design. We value hard work to continuously grow and evolve, pushing boundaries until a project is the best it can be.

Current projects include a ground up new 6 story townhouse in the Upper West Side (with a new basketball court beneath), a gut renovation of a townhouse in Chelsea including a totally new facade, a 6,000sf triplex in a new West Village development and others.

We have an opening for Senior Architect with a potential path to a junior partnership.  The position is available to a licensed architect with 10+ years experience or a senior interior designer with the ability to manage staff and projects.  Position requires extensive experience with high budget NYC private residential renovations.

Candidates should have the following qualifications:

Professional Degree in Architecture
10+ years of experience in an office working on  single family residential (townhouses, brownstones, apartments or new construction)
Experience managing multi million dollar projects without supervision
Experience managing staff
Extensive knowledge of NYC Building codes and the NYC Zoning Resolution
Strong design skills
Some experience in 3D modeling software
This is a full time salaried position with medical benefits (no part-time or freelance positions). Qualified candidates should submit a resume, work samples and salary requirements via .pdf.    ",Chelsea,Commensurate with experience
ARCHITECT/DRAFTER,full-time,https://newyork.craigslist.org/brk/egr/d/brooklyn-architect-drafter/6779668635.html,"
        
Architectural Design and Consulting firm looking for an Intermediate Architect/Drafter with experience.
Full range of responsibilities include all areas of design and project management.
Qualifications:
- Proficient in Revit and AutoCad
- Knowledge and experience with NYC zoning and building code.
- Capable of working well independently.
- Coordinate design drawings with all parties involved including consultants, contractors and vendors.
- Review and answer DOB objections.
- Self motivated, meet deadlines, highly organized, and excellent communication skills.
    ",,TBD
Head of Design and Construction,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-head-of-design-and/6778010420.html,"
        
A growing Real Estate start-up is seeking a Head of Design & Construction to oversee the entire pre-construction and build-out process, managing projects from inception through closeout to member move-in.  S/he will provide leadership, innovation, and possess the people skills necessary to foster empowerment, effective goal setting, accountability and cross-functional collaboration.

Responsibilities:
• Oversee the design, construction, and fit-out of all locations by managing a team of designers, project managers and external consultants, contractors and vendors
• Ensure that all locations are built on time, on budget and to company standards
• Build systems and communication tools to collaborate with all internal partners throughout the planning
and buildout process
• Develop a high performance team through supervision, training, coaching, and mentoring
• Develop and oversee our network of qualified and competitive vendors, contractors and consultants
• Serve as expert advisor to support the Real Estate team by providing early input for scope, cost and
timeline assumptions as new locations are reviewed

Requirements:
• A demonstrated leader and people manager with the ability to motivate teammates, develop their skills, delegate, and make sound business decisions.  You operate cross-functionally, but still move fast to get things done. 
• You have deep expertise in design and construction management and are well-versed in general building requirements and code compliance.  
• 10 + years of experience leading construction and/or leading the budgeting of CAPEX projects (including the management of significant budgets)
• Construction management background in a fast-paced startup environment
• Ability to balance design, with operational needs and budget objectives under tight timelines resulting in
exceptional work space environments    ",SoHo,$175 - 200k
NICET II Inspector,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-nicet-ii-inspector/6779668998.html,"
        
NICET II Inspector needed for ongoing New York City sanitary sewers and watermain projects in Staten Island, Queens, and Brooklyn. Must have relevant experience, as well as good written and verbal communication skills.  Competitive salaries and fringe benefits including medical/dental coverage and 401K Plan.    ","Brooklyn, Queens, Staten Island",Commensurate with experience
Mechanical Designers,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-mechanical-designers/6780143703.html,"
        
Mechanical Designers are sought to join an ambitious, well-funded interdisciplinary research group based in New York City.  These hires will work on the mechanical design and construction of new generations of our custom-built ANTON® supercomputer, collaborating with our team on all phases of system development, from concept to delivery.  This is a limited-term position with an anticipated 12-month contract.

Successful candidates will have expertise in sheet metal and machined part design, including hands-on prototyping and testing of chassis and enclosures, and modeling and drafting in SolidWorks and/or PTC Creo (Pro/Engineer).  They should have a demonstrated ability to design complex, rack-based electronic packaging systems with integrated power and cooling.  Other relevant experience might include plastics design and injection molding, creating assembly drawings, and resolution of DFM/DFA issues.  Excellent analytical and communication skills are required.

We take great pride in the caliber of our team, and we offer above-market compensation to candidates of exceptional ability.

Our research effort is aimed at achieving major scientific advances in the field of biochemistry and fundamentally transforming the process of drug discovery.

To submit an application, please use the link provided below:


D. E. Shaw Research is a New York-based interdisciplinary research group pursuing an ambitious, long-term project aimed at achieving major scientific advances in the fields of biochemistry and molecular biology.  Among the group's current activities is the development of specialized supercomputers designed in part to fundamentally transform the process of drug discovery.

D. E. Shaw Research is an equal opportunity employer, dedicated to the goal of building a diverse workforce. We welcome inquiries from all exceptionally well-qualified applicants, regardless of race, color, nationality, national or ethnic origin, religion or religious belief, caste, gender, gender identity, pregnancy, caregiver status, age, military service eligibility, veteran status, sexual orientation, marital or civil partner status, disability, or status in any other category protected in this regard by law in any jurisdiction in which the Firm operates.
    ",,Above Market
Structural Engineer (3-5 yrs Exp.),full-time,https://newyork.craigslist.org/que/egr/d/flushing-structural-engineer-3-5-yrs-exp/6781053334.html,"
        
As a well established engineering firm serving the Tri-State area for over 25 years, we are currently seeking a structural engineers to join our team.

Required Qualifications

   -  MS degree in Civil Engineering.
   -  Proficient skill with AutoCAD or Microstation. Knowledge in both is highly preferred.
   -  3-5 years experience in residential/commercial building structure design.
   -  Experience in concrete/steel shop drawings design is a plus. 
   -  Experience or previous education/training in eTabs, STAAD, or RAM is a plus.
   -  Must have excellent verbal and written communication skills, work well with team environments, and be able to work solely with minimal supervision on deadline driven projects.

    ",Queens,The salary is based on level of experience.
Architectural Drafter,full-time,https://newyork.craigslist.org/lgi/egr/d/melville-architectural-drafter/6780991473.html,"
        
Description: 
SBLM Long Island branch office of NYC based Architectural firm seeks motivated and talented staff for Architectural Drafter position.

Requirements:
•	BA Arch or BS Arch degree required
•	AutoCAD required (basic test at interview) Revit a plus
•	Experience in retail, Educational and Healthcare project types a plus
•	Excellent communication skills with ability to work well under deadlines

Compensation and Benefits:
•	We offer a competitive salary and benefits package commensurate with experience, and a creative, innovative work environment. 
•	Our benefits include Medical/Dental/Vision, 401K Plan, Personal Time Off, Paid Holidays, Long term Disability, Flexible Spending Plan, 
•	Company Culture: learning and growth opportunities, rewarding projects, free educational ongoing learning

Interested candidates should forward their cover letter and resume 
Please include ""Architectural Draftsperson "" in the subject. No phone calls, please. 
Experience in Healthcare projects is a distinct plus.



    ","Huntington Station, NY",Competitive Salary
Project Manager /Junior Architect 75K -100K,full-time,https://newyork.craigslist.org/brk/egr/d/brooklyn-project-manager-junior/6781045483.html,"
        
We are looking for an Project Manager/ Junior Architect with at least 4+ years of experience in preparing architectural construction documents to file with the NYC Department of Buildings. 

We are an architectural firm with an extensive number of completed new construction projects in NYC. 
Tasks include preparing NB drawing sets for filling with NYC DOB
Zoning Analysis, preparing floor plans, sections and elevations.
Update submitted drawing sets according to examiner's objections.

The candidate is expected to contribute from schematic design through the construction document phases. 
Experience using Revit is required.

Please send your resume and a set of construction documents along with your salary


    ",brooklyn,75K - 100K
Architectural Designer,full-time,https://newyork.craigslist.org/que/egr/d/flushing-architectural-designer/6781056136.html,"
        
Architecture Design Firm in Queens is looking to fill an Architectural Designer position. Candidate must have 1-3 years of design experience.

The primary duties will be to provide project participation in all phases of design including Concept Design, Design Development, Construction Documents and Construction Administration. The candidate will be expected to understand and develop aspects of working drawings and details. The following is required of the candidate:

Qualifications include:
-- Degree in Architecture.
-- Excellent design and graphic skills, and proficiency in AutoCAD, SketchUp and other 3D rendering and graphic programs are preferable.
-- Familiarity with NYC zoning
-- Working knowledge of expediting/ filing procedures with DOB are a plus.
-- Excellent verbal and written communication skills
-- Excellent organizational and time management skills
    ",,The salary is based on level of experience.
Marble/Granite Shop Worker,full-time,https://newyork.craigslist.org/que/egr/d/long-island-city-marble-granite-shop/6780391077.html,"
        
Specifications:
- At least 5 years experience
- Expected to be punctual, hard-working, compassionate
- Job hours: 8pm-5.30pm
- Send resume to email
- Salary will be discussed during the interview

Job details: Architectural stone & tile cutting & polishing in the workshop


    ",2546 51st Ave Long Island City Queens,Worker Comp insurance provided by NYSIF
Architectural Drafter,full-time,https://newyork.craigslist.org/wch/egr/d/spring-valley-architectural-drafter/6779940493.html,"
        
An architectural firm located in Spring Valley, New York is looking to hire in-house drafters, minimum 3 years of experience in the commercial and residential field, with good drawings knowledge of sections and details.    ",Spring Valley,45K a year
ARCHITECT Senior/ Intermediate,full-time,https://newyork.craigslist.org/que/egr/d/bayside-architect-senior-intermediate/6780251620.html,"
        
Min. proven 3 year architectural drawing experience 
using autocad and understanding NYC zoning regulation/ bldg code, 
needs to prepare bldg permit applications and other required forms.

Licensed Professional preferred,
Legal documents for employment in US.
BA/BS in Architecture required.

English Communication skill req'd.
Full time only.    ",QUEENS,based on experience/knowledge
Civil Engineer/Project Manager (NYC and Long Island),full-time,https://newyork.craigslist.org/lgi/egr/d/civil-engineer-project-manager-nyc-and/6781205912.html,"
        
Project Engineer/Project Manager wanted for Heavy Civil construction company

We are seeking an experienced Project Engineer/Project Manager in the heavy civil field to join our team with an active work load. 
5 years experience is a minimum must. 
Currently working with all public agencies. (NYSDOT, NYCDOT, NYC DDC, Port Authority, MTA-LIRR, SCA....)
Looking for an employee that wants to grow with the company. 

WHAT WE WILL DO FOR YOU:
• Medical
• Flexible Spending Accounts
• Paid Holidays, Vacation
• 401K with company match
Salary based on experience and discussion


Responsibilities:
Manage over site of Civil Heavy/Highway Infrastructure projects
Assist with current projects
Estimate on new jobs as needed
Direct and lead the communications between owner and contractor
Ensure deadlines and cost targets are met
Maintain required project documentation
Serve as a liaison between company and GC or owner


​Qualifications:

Previous experience in heavy construction and other related fields. Will request references.
Strong project management skills
Strong analysis and critical thinking skills
Fluent with Office, Excel, Word, etc...
    ",NYC and LI,Based on experience and open for discussion
Fire suppresion takeoff,employee's choice,https://newyork.craigslist.org/brk/egr/d/brooklyn-fire-suppresion-takeoff/6781215517.html,"
        
Plumbing & fire suppression company located in NYC is looking to Hire the right person with experience working with sprinkler takeoff programs such as Autosprink Etc. To do sprinkler fabrication takeoff.
Big potential to Grow.    ",,Depends on Employment type
Job Captain / Project Architect,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-job-captain-project/6781215079.html,"
        
5-7 years' experience required.
Growing Architectural, Passive House consulting and design-build firm seeking exceptional candidates with a minimum of 5 to 7 years experience.
We are an award-winning design firm that is knowledgeable of technology and tradition.  We have a detail-oriented, modern aesthetic with an exceptional emphasis of building energy and sustainability.
Most projects incorporate Passive House methodology, with some achieving Net Zero certification.
We provide training in Passive House design concepts and a wide range of experience is offered.
The firm's practice is in the Lower East Side, we specialize in affordable housing, cultural facilities, multi-family residential, and adaptive re-use in the 5 boroughs and the Northeast.  
 
We seek energetic Architects with strong organizational, design, research and construction detailing skills.  The ideal candidate will have a thorough, conscientious work approach and strong communication skills.  The candidate must have the ability and willingness to work collaboratively.  Knowledge of materials and craft is required.
Responsibilities:
-       Project lead for small to medium projects from schematic design through construction
o   Design concepts and visualization
o   Zoning and Code analysis
o   Design development and detailing
o   Construction detailing and construction documents
o   Construction administration
-       Assist Project Architect in design and visualization or larger projects
o   Prepare presentation drawings (plans, sections, elevations, etc).  Knowledge of Photoshop, Illustrator and InDesign
o   Provide 3D schematic project visualization sketches for early design and design development.  Sketch-up, Rhino or equivalent.
o   Advanced 3D rendering a plus.
-       Assist Project Architect in construction documents
o   Provide construction drawings and details.  Knowledge in AutoCad and Revit.
-       Attend site meetings and direct contractors during construction.

Please submit cover letter, resume and portfolio.
    ",Lower East Side,Salary based on experience + medical benefits + paid vacation
CHANGE YOUR CAREER: EARN up to $120K+ CLOSING IN-HOME SALES,full-time,https://newyork.craigslist.org/que/egr/d/change-your-career-earn-up-to-120k/6783789407.html,"
        
Busy HVAC contracting company seeking self-organized, efficient and motivated individual to join our team of Sales Reps / Product Specialists. CHANGE YOUR CAREER: EARN up to $100K, or even more, CLOSING IN-HOME SALES

We are a growing company specializing in residential in-home sales of ductless high efficiency heating and cooling comfort systems. The ductless heating and cooling systems is a growing segment in HVAC industry, sales are on the rise. Learn about our company and these systems (product) at 

We offer:
- Compensated pre-employment training
- Commissions/Draw plus compensation for own car use, gas and own phone (company may provide a vehicle)
- Company computer, related equipment, EzPass
- Pre-qualified confirmed leads (no cold calling)
- Industry best product
- Stress-free friendly family-like environment
- Quarterly and annual performance bonus 
- No caps
- Growth opportunities into management positions

For more information and apply for position, please go to     ","Maspeth, NY","$60,000 to $120,000 and more"
Construction Superintendent for 6 Story Condo,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-construction/6783726652.html,"
        
CM for Developer has Immediate opening for Experienced and Licensed Construction Superintendent for Core & Shell through Finish for High End Condo project in uptown Manhattan.

Hands-on Full Scope Oversight including:
•	Basic Layout all trades.
•	Direct Supervision of Carpentry Crew.
•	Coordinate installations by all M.E.P. Trades
•	Daily Site Reports Short Term Schedules
•	Site Safety Meetings and Safety Compliance per NYCDOB and OSHA requirements
•	Coordinate work by Millwork and Finish Trades 
•	Final Detailing through Staging 

Please respond with Resume and Salary Requirements. If you list your Salary Requirements as ""Negotiable"" we will not respond.

    ",Upper East Side,TBD
Professional wanted,contract,https://newyork.craigslist.org/brk/egr/d/professional-wanted/6784620002.html,"
        
Looking for design professionals within the architectural and engineering industry for the purpose of navigating drawings and plans from concept to realization for review and filing with municipal agencies    ",NYC,Per Project Basis.
"Electronics Geek Wanted for Super-Relaxed, Easy AF Job",full-time,https://newyork.craigslist.org/brk/egr/d/brooklyn-electronics-geek-wanted-for/6784229480.html,"
        
We are looking for an organized and hard-working individual to assist in our office with fixing small electronics, soldiering, troubleshooting, and general administrative tasks. Mainly we are seeking someone who loves tinkering with electronics and taking things apart to see how they work.  If you've ever been known to disassemble various electronics in your home as a wee lad, forcing your parents to call the repairman again and again, this may just be the job for you.  But forreals, we are looking for someone who doesn't mind doing simple, mindless tasks while hanging out and listening to music, podcasts, the news, whatever, whilst bullshitting with coworkers and giving out generally good vibes.

You might think terms such as ""efficiency"" and ""work ethic"" would come first... but alas, we are a small company, so firstly you must be someone whom we wouldn't mind spending the day with.

We are an internet-based retail company in the institutional sales market. We offer weekly paychecks, a relaxed work environment, great work hours, blah blah blah

IDEAL CANDIDATES POSSESS:
- Boundless, child-like curiosity and genuine interest in consumer electronics repair (by far the sexiest of all the repairs)
- Ability to perform quickly in a HIGHLY ORGANIZED AND DETAILED MANNER
- Up-to-date knowledge of current reddit gossip, DANK MEMES
- High attention to DETAIL (We need to ensure that our customer's receive the right product in the proper condition)
- Proactive and energetic with a POSITIVE ATTITUDE (i.e., not an asshole)

REQUIRED:
- A Bachelor's Degree from a decent school
- Ability to arrive ON TIME
- Not sketchy

Ideal candidates also possess:
- Ability to work independently
- Decent taste in music (any requests for ""Light FM"" will result in immediate termination)
- Lulz

We are located a lovely walk from the L and G trains, near McCarren Park in Williamsburg (close to Greenpoint). Hours are 9am to 5pm, Monday through Friday.

For consideration, please submit:
- Complete resume, including employment, educational history, any interesting skills and/or magical abilities
- 2 or 3 references from recent employers (and no, your dad's business doesn't count)
- A short paragraph explaining why you believe you would be a great fit for this terrible job    ","Williamsburg, Brooklyn",$15.00/hr Starting
Intermediate Designer - FF&E,full-time,https://newyork.craigslist.org/mnh/egr/d/new-york-city-intermediate-designer-ffe/6786785411.html,"
        
Small downtown Interior Design/Interior Architecture firm seeks Intermediate Interior Designer with FF&E experience. 

Candidate must have:
- understanding of all project phases of work including color and material selections, FF&E selections, schematic design, design development, construction documents and construction contract administration.
- a knowledge of material sources
- hands-on experience and understanding of the design and construction of interior architecture spaces.
- proficiency in AutoCAD, Microsoft and Photoshop

Duties will include;
- working with principle and other designers to develop material/furniture selections.
- FF&E budgeting
- sample library upkeep
- general office admin
- answering phones
- communication with suppliers

Candidates should be:
- self motivated
- flexible and energetic

Interested applicants should email a Cover Letter, resume or CV, Portfolio of work and salary requirements.


    ",Downtown,TBD
